src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,total_fwd_pkts,total_bwd_pkts,total_fwd_bytes,total_bwd_bytes,bytes_per_sec,packets_per_sec,packet_len_mean,packet_len_std,label
147.32.80.9,147.32.84.138,53,54385,17,1313495670.006224,817.1302859783173,2,2,84,84,0.2055975685674902,0.0048951802039878,42.0,0.0,0
147.32.80.9,147.32.84.138,53,47116,17,1313495670.011051,237.22682905197144,2,2,84,84,0.7081829684752676,0.0168614992494111,42.0,0.0,0
147.32.80.9,147.32.84.138,53,54313,17,1313495670.011171,0.0002388954162597,1,1,42,42,351618.2994011976,8371.864271457085,42.0,0.0,0
147.32.80.9,147.32.84.138,53,54104,17,1313495670.015906,0.0004389286041259,1,1,42,42,191375.0874524715,4556.549701249321,42.0,0.0,0
147.32.84.229,77.67.32.155,13363,14624,17,1313495670.018517,0.0006570816040039,1,1,42,42,127838.00290275762,3043.7619738751814,42.0,0.0,0
147.32.84.59,83.166.167.22,2210,80,6,1313495670.051521,0.7989089488983154,13,22,702,1188,2365.7264105080862,43.80974834274234,54.0,0.0,0
147.32.84.229,217.111.199.187,13363,18417,17,1313495670.052266,0.0020780563354492,1,1,42,42,40422.38825149151,962.4378155117026,42.0,0.0,0
147.32.87.220,69.136.197.170,64719,49923,17,1313495670.083602,0.1569840908050537,1,1,42,42,535.0860687170717,12.740144493263612,42.0,0.0,0
147.32.87.220,89.246.170.222,64719,36221,17,1313495670.092,0.0912489891052246,1,1,42,42,920.5581434237548,21.918051033898927,42.0,0.0,0
147.32.84.229,212.74.157.253,13363,18620,17,1313495670.098739,0.0006501674652099,1,1,42,42,129197.48294829484,3076.130546387972,42.0,0.0,0
147.32.80.9,147.32.86.89,53,53159,17,1313495670.185188,0.0003340244293212,1,1,42,42,251478.61241970025,5987.586009992862,42.0,0.0,0
147.32.86.89,90.183.101.166,1815,80,6,1313495670.186863,5.024404048919678,6,5,324,270,118.22297614136326,2.1893143729882083,54.0,0.0,0
147.32.84.229,67.162.154.170,13363,65096,17,1313495670.187908,963.4326281547546,3,3,126,126,0.2615647349235526,0.0062277317838941,42.0,0.0,0
147.32.87.220,94.112.213.224,64719,46404,17,1313495670.242197,695.8866460323334,3,3,126,126,0.3621279434471159,0.0086220938915979,42.0,0.0,0
147.32.84.229,174.107.227.252,13363,58893,17,1313495670.261798,0.0009181499481201,1,1,42,42,91488.32407166967,2178.29343027785,42.0,0.0,0
147.32.86.58,208.88.186.7,48784,34061,17,1313495670.320337,604.6220049858093,2,2,84,84,0.2778595529349664,0.0066157036413087,42.0,0.0,0
147.32.85.117,78.45.160.122,61159,1623,17,1313495670.32104,606.8574411869049,2,2,84,84,0.2768360221000536,0.006591333859525,42.0,0.0,0
147.32.80.9,147.32.84.19,53,46574,17,1313495670.324501,0.0002059936523437,1,1,42,42,407779.5555555556,9709.037037037036,42.0,0.0,0
147.32.84.229,89.19.96.205,13363,63913,17,1313495670.331869,0.0007140636444091,1,1,42,42,117636.57295492488,2800.8707846410684,42.0,0.0,0
147.32.80.9,147.32.86.20,53,60230,17,1313495670.332954,0.0003070831298828,1,1,42,42,273541.5652173913,6512.894409937888,42.0,0.0,0
147.32.86.20,188.138.84.239,2108,80,6,1313495670.333491,0.206230878829956,15,22,810,1188,9688.170905034132,179.4105723154469,54.0,0.0,0
147.32.84.59,157.22.19.18,60336,80,6,1313495670.343888,25.153883934021,6,5,324,270,23.61464343073502,0.4373082116802781,54.0,0.0,0
147.32.80.9,147.32.84.59,53,58935,17,1313495670.344187,283.9044110774994,2,2,84,84,0.5917484668955701,0.0140892492117992,42.0,0.0,0
147.32.84.229,60.226.28.156,13363,63221,17,1313495670.362926,0.0009911060333251,1,1,42,42,84753.7974500842,2017.947558335338,42.0,0.0,0
147.32.84.229,213.47.2.136,13363,17241,17,1313495670.362934,609.7394897937775,2,2,84,84,0.2755275044705075,0.0065601786778692,42.0,0.0,0
147.32.86.223,89.185.253.133,8234,80,6,1313495670.380623,0.0166468620300292,11,16,594,864,87584.07424593967,1621.9273008507348,54.0,0.0,0
147.32.84.229,86.144.41.33,13363,20625,17,1313495670.449863,612.6342210769653,2,2,84,84,0.2742256214559293,0.0065291814632364,42.0,0.0,0
147.32.84.229,212.233.194.132,13363,36304,17,1313495670.488198,827.070662021637,5,5,210,210,0.5078163442206736,0.0120908653385874,42.0,0.0,0
147.32.80.9,147.32.87.223,53,52734,17,1313495670.519083,0.0002439022064208,1,1,42,42,344400.3284457478,8200.007820136852,42.0,0.0,0
147.32.80.9,147.32.87.223,53,64732,17,1313495670.520512,0.0002098083496093,1,1,42,42,400365.3818181818,9532.50909090909,42.0,0.0,0
147.32.80.9,147.32.84.59,53,56666,17,1313495670.521908,0.000295877456665,1,1,42,42,283901.31829170027,6759.555197421434,42.0,0.0,0
147.32.80.9,147.32.87.223,53,53216,17,1313495670.521915,0.0003831386566162,1,1,42,42,219241.7772246422,5220.042314872433,42.0,0.0,0
147.32.80.9,147.32.87.223,53,61777,17,1313495670.523376,0.0002760887145996,1,1,42,42,304250.0310880829,7244.048359240069,42.0,0.0,0
147.32.80.9,147.32.84.59,53,49722,17,1313495670.523645,0.3512930870056152,1,1,42,42,239.1165756092926,5.693251800221253,42.0,0.0,0
147.32.80.9,147.32.87.223,53,55440,17,1313495670.52484,0.0004258155822753,1,1,42,42,197268.49720044792,4696.868980963046,42.0,0.0,0
147.32.80.9,147.32.85.89,53,34284,17,1313495670.536332,0.0001711845397949,1,1,42,42,490698.5181058496,11683.298050139276,42.0,0.0,0
147.32.84.229,213.146.167.7,13363,20288,17,1313495670.553543,0.0005459785461425,1,1,42,42,153852.19912663754,3663.147598253275,42.0,0.0,0
147.32.86.223,89.185.253.133,8235,80,6,1313495670.557003,0.019568920135498,6,4,324,216,27594.777650527547,511.0144009356953,54.0,0.0,0
129.241.167.153,147.32.84.229,18466,13363,17,1313495670.561379,1035.6178169250488,5,5,210,210,0.4055550156978391,0.0096560718023295,42.0,0.0,0
147.32.86.223,89.185.253.133,8236,80,6,1313495670.575016,0.0031089782714843,5,4,270,216,156321.4527607362,2894.841717791411,54.0,0.0,0
147.32.84.229,188.235.6.28,13363,21219,17,1313495670.594367,0.0008289813995361,1,1,42,42,101329.1734253667,2412.5993672706354,42.0,0.0,0
147.32.84.229,93.145.209.142,13363,20790,17,1313495670.616444,644.1778178215027,2,2,84,84,0.2607975551970212,0.006209465599929,42.0,0.0,0
147.32.84.229,84.114.201.165,13363,15328,17,1313495670.626897,605.7787837982178,2,2,84,84,0.277328959833562,0.0066030704722276,42.0,0.0,0
147.32.86.58,89.24.143.53,48784,10641,17,1313495670.656539,605.4860651493073,2,2,84,84,0.2774630328752037,0.0066062626875048,42.0,0.0,0
147.32.86.223,89.185.253.133,8237,80,6,1313495670.694454,0.0041570663452148,6,4,324,216,129899.2980041294,2405.5425556320256,54.0,0.0,0
147.32.86.223,89.185.253.133,8238,80,6,1313495670.694876,0.0039620399475097,6,4,324,216,136293.4264051029,2523.952340835239,54.0,0.0,0
147.32.86.223,89.185.253.133,8239,80,6,1313495670.695386,0.0045061111450195,6,5,324,270,131820.98285714287,2441.129312169312,54.0,0.0,0
147.32.86.223,89.185.253.133,8240,80,6,1313495670.696208,0.0036768913269042,6,4,324,216,146863.19284139542,2719.688756322137,54.0,0.0,0
147.32.86.223,89.185.253.133,8241,80,6,1313495670.69672,0.0029871463775634,5,4,270,216,162697.0822890893,3012.908931279432,54.0,0.0,0
147.32.86.223,89.185.253.133,8242,80,6,1313495670.697052,0.0036239624023437,7,5,378,270,178809.80210526317,3311.2926315789477,54.0,0.0,0
147.32.84.229,74.32.230.184,13363,61165,17,1313495670.713311,0.0009820461273193,1,1,42,42,85535.6970138383,2036.564214615198,42.0,0.0,0
147.32.84.59,83.166.167.22,2211,80,6,1313495670.713809,0.1992759704589843,8,11,432,594,5148.638833055763,95.34516357510672,54.0,0.0,0
147.32.84.229,66.68.82.248,13363,51568,17,1313495670.720564,0.248730182647705,1,1,42,42,337.715347232207,8.040841600766834,42.0,0.0,0
147.32.84.229,83.128.75.139,13363,42753,17,1313495670.740219,0.0038199424743652,3,1,126,42,43979.71988515791,1047.1361877418549,42.0,0.0,0
147.32.87.248,95.159.81.244,25317,52914,17,1313495670.749235,0.3118422031402588,1,1,42,42,269.3670040620477,6.413500096715422,42.0,0.0,0
147.32.80.9,147.32.84.59,53,41703,17,1313495670.759037,0.0004160404205322,1,1,42,42,201903.459025788,4807.225214899713,42.0,0.0,0
147.32.80.9,147.32.84.59,53,34488,17,1313495670.764387,0.000364065170288,1,1,42,42,230727.92141453832,5493.521938441389,42.0,0.0,0
147.32.80.9,147.32.84.59,53,55390,17,1313495670.768115,0.0005049705505371,1,1,42,42,166346.3342776204,3960.6270066100096,42.0,0.0,0
147.32.80.9,147.32.84.59,53,37709,17,1313495670.768433,0.0002939701080322,1,1,42,42,285743.3381995134,6803.412814274128,42.0,0.0,0
147.32.84.59,74.125.232.200,37303,80,6,1313495670.772502,251.6835980415344,21,19,1134,1026,8.582204072128462,0.1589297050394159,54.0,0.0,0
147.32.84.229,94.171.240.113,13363,2666,17,1313495670.772627,578.0500288009644,2,2,84,84,0.2906322837635325,0.0069198162800841,42.0,0.0,0
147.32.84.229,95.27.189.32,13363,10347,17,1313495670.772693,0.0516440868377685,1,1,42,42,1626.5172867490571,38.72660206545374,42.0,0.0,0
147.32.84.59,74.125.232.200,37304,80,6,1313495670.773859,254.61760997772217,19,14,1026,756,6.998730371225763,0.1296061179856622,54.0,0.0,0
147.32.84.59,74.125.232.200,37305,80,6,1313495670.774098,64.5670120716095,5,3,270,162,6.69072311292461,0.1239022798689742,54.0,0.0,0
147.32.84.59,74.125.232.200,37306,80,6,1313495670.774301,64.56708693504333,5,3,270,162,6.690715355249131,0.1239021362083172,54.0,0.0,0
147.32.84.59,74.125.232.200,37307,80,6,1313495670.774539,64.56716895103455,5,3,270,162,6.690706856415115,0.1239019788225021,54.0,0.0,0
147.32.84.59,74.125.232.200,37308,80,6,1313495670.774785,64.56713199615479,5,4,270,216,7.527049521557549,0.1393898059547694,54.0,0.0,0
147.32.84.59,74.125.232.195,55997,80,6,1313495670.775045,64.57380104064941,5,3,270,162,6.690019683494466,0.1238892533980456,54.0,0.0,0
147.32.84.59,74.125.232.195,55998,80,6,1313495670.775285,64.56686592102051,5,3,270,162,6.690738257737817,0.1239025603284781,54.0,0.0,0
147.32.84.59,74.125.232.195,55999,80,6,1313495670.775524,64.56687307357788,5,3,270,162,6.690737516554498,0.123902546602861,54.0,0.0,0
147.32.84.229,183.81.2.69,13363,29096,17,1313495670.777642,0.0009400844573974,1,1,42,42,89353.67385239665,2127.468425057063,42.0,0.0,0
147.32.80.9,147.32.84.138,53,55712,17,1313495670.830986,0.0002980232238769,1,1,42,42,281857.2288,6710.8864,42.0,0.0,0
147.32.80.9,147.32.84.138,53,50893,17,1313495670.831291,0.0001840591430664,1,1,42,42,456375.04663212434,10866.072538860104,42.0,0.0,0
147.32.80.9,147.32.84.138,53,36416,17,1313495670.840151,796.5870628356934,2,2,84,84,0.2108997344269602,0.0050214222482609,42.0,0.0,0
147.32.80.9,147.32.84.138,53,41712,17,1313495670.848984,0.0002460479736328,1,1,42,42,341396.83720930235,8128.496124031008,42.0,0.0,0
147.32.80.9,147.32.84.138,53,55179,17,1313495670.848991,713.0838060379028,2,2,84,84,0.2355964314116961,0.0056094388431356,42.0,0.0,0
147.32.80.9,147.32.84.138,53,50387,17,1313495670.854769,821.2067310810089,3,3,126,126,0.3068654827856509,0.0073063210187059,42.0,0.0,0
147.32.80.9,147.32.84.138,53,49307,17,1313495670.854922,0.0002310276031494,1,1,42,42,363592.9164086688,8656.974200206398,42.0,0.0,0
147.32.80.9,147.32.84.138,53,50313,17,1313495670.859668,0.0002970695495605,1,1,42,42,282762.0674157304,6732.430176565008,42.0,0.0,0
147.32.80.9,147.32.84.138,53,54796,17,1313495670.859683,0.0002920627593994,1,1,42,42,287609.4171428572,6847.843265306123,42.0,0.0,0
147.32.80.9,147.32.84.138,53,58530,17,1313495670.864319,0.000262975692749,1,1,42,42,319421.15684496827,7605.265639165911,42.0,0.0,0
147.32.80.9,147.32.84.138,53,54293,17,1313495670.864326,0.0002660751342773,1,1,42,42,315700.3010752688,7516.673835125448,42.0,0.0,0
147.32.80.9,147.32.84.138,53,59690,17,1313495670.869216,705.2324740886688,3,3,126,126,0.3573289791081232,0.0085078328359076,42.0,0.0,0
147.32.80.9,147.32.84.138,53,36830,17,1313495670.869229,36.293949842453,2,2,84,84,4.628870672089003,0.1102112064783095,42.0,0.0,0
147.32.80.9,147.32.84.138,53,39914,17,1313495670.870312,0.0003409385681152,2,2,84,84,492757.393006993,11732.31888111888,42.0,0.0,0
147.32.84.59,69.4.236.236,16980,3479,17,1313495670.878087,0.2694308757781982,2,2,84,84,623.5365546534522,14.846108444129817,42.0,0.0,0
147.32.84.229,92.114.204.66,13363,11325,17,1313495670.880916,614.2564628124237,2,2,84,84,0.2735013958677751,0.0065119379968517,42.0,0.0,0
147.32.84.59,213.220.199.180,59541,26252,6,1313495670.882606,461.8630979061127,45,44,2430,2376,10.405680864715809,0.1926977937910334,54.0,0.0,0
147.32.84.59,213.220.199.180,59542,26252,6,1313495670.882848,20.09717392921448,8,6,432,324,37.61722930113235,0.6966153574283769,54.0,0.0,0
147.231.23.153,147.32.84.59,3025,59543,6,1313495670.883091,1.1259219646453855,8,10,432,540,863.2925109566859,15.98689835104974,54.0,0.0,0
147.229.5.242,147.32.84.59,58505,59544,6,1313495670.88326,1.129369020462036,8,10,432,540,860.6575728474871,15.938103200879391,54.0,0.0,0
147.32.84.19,41.140.184.102,22,47142,6,1313495670.883973,1.4439551830291748,11,12,594,648,860.1374991393384,15.928472206284043,54.0,0.0,0
132.74.170.93,147.32.84.229,9732,13363,17,1313495670.890935,605.3408391475677,2,2,84,84,0.2775295984268551,0.0066078475815917,42.0,0.0,0
147.32.84.229,88.70.130.39,13363,40326,17,1313495670.900593,0.0007610321044921,1,1,42,42,110376.42105263156,2628.0100250626565,42.0,0.0,0
147.32.84.59,173.255.225.57,2212,80,6,1313495670.930079,0.301008939743042,5,5,270,270,1793.966652488707,33.2216046757168,54.0,0.0,0
147.32.80.9,147.32.85.25,53,60030,17,1313495670.952931,0.0002961158752441,1,1,42,42,283672.7342995169,6754.112721417069,42.0,0.0,0
147.32.80.9,147.32.85.25,53,60443,17,1313495670.960312,0.0002222061157226,1,1,42,42,378027.3991416309,9000.652360515021,42.0,0.0,0
147.32.84.229,77.126.92.84,13363,21562,17,1313495670.965985,0.0023088455200195,1,1,42,42,36381.81908302355,866.2337876910368,42.0,0.0,0
147.32.84.59,157.22.19.18,60346,80,6,1313495670.971484,24.52898097038269,6,5,324,270,24.216252632639744,0.4484491228266619,54.0,0.0,0
147.32.84.59,157.22.19.18,60347,80,6,1313495670.971752,34.53180813789368,50,73,2700,3942,192.3444023978392,3.561933377737763,54.0,0.0,0
147.32.84.59,157.22.19.18,60348,80,6,1313495670.971916,24.52854013442993,6,5,324,270,24.21668785604656,0.4484571825193807,54.0,0.0,0
147.32.84.59,157.22.19.18,60349,80,6,1313495670.972145,24.5289089679718,6,5,324,270,24.21632371727602,0.4484504392088151,54.0,0.0,0
147.32.84.59,157.22.19.18,60350,80,6,1313495670.97238,14.530090093612673,5,4,270,216,33.4478311468724,0.6194042804976371,54.0,0.0,0
147.32.84.59,157.22.19.18,60351,80,6,1313495670.972625,14.530281066894531,5,4,270,216,33.44739153788921,0.619396139590541,54.0,0.0,0
147.32.80.9,147.32.85.25,53,55766,17,1313495670.987394,0.0002429485321044,1,1,42,42,345752.2433758587,8232.196270853778,42.0,0.0,0
147.32.80.9,147.32.85.25,53,35787,17,1313495670.987797,0.0003259181976318,1,1,42,42,257733.38405267007,6136.509144111193,42.0,0.0,0
147.32.80.9,147.32.85.25,53,46253,17,1313495670.999348,626.2513291835785,2,2,84,84,0.2682629036796067,0.0063872119923715,42.0,0.0,0
147.32.80.9,147.32.85.25,53,48720,17,1313495670.999679,0.0002839565277099,1,1,42,42,295819.92947103275,7043.331654072208,42.0,0.0,0
134.2.190.254,147.32.84.229,21848,13363,17,1313495671.008626,658.7411479949951,5,5,210,210,0.6375797250230237,0.0151804696434053,42.0,0.0,0
147.32.84.229,84.228.247.200,13363,45333,17,1313495671.028582,2.018994808197021,2,2,84,84,83.20972362976275,1.981183895946732,42.0,0.0,0
147.32.80.9,147.32.85.25,53,46423,17,1313495671.033996,0.0002579689025878,1,1,42,42,325620.64325323474,7752.872458410351,42.0,0.0,0
147.32.80.9,147.32.85.25,53,54032,17,1313495671.044351,0.000288963317871,1,1,42,42,290694.3366336634,6921.293729372937,42.0,0.0,0
147.32.80.9,147.32.85.25,53,34708,17,1313495671.058869,0.000169038772583,1,1,42,42,496927.41325811,11831.605077574048,42.0,0.0,0
147.32.80.9,147.32.85.25,53,49662,17,1313495671.059143,0.0002219676971435,1,1,42,42,378433.44360902254,9010.320085929108,42.0,0.0,0
124.148.53.70,147.32.84.59,37041,15675,17,1313495671.062091,0.3810698986053467,1,1,42,42,220.43200029030427,5.248380959292959,42.0,0.0,0
138.130.68.240,147.32.84.59,44872,15675,17,1313495671.062095,0.3755800724029541,1,1,42,42,223.6540385717741,5.325096156470812,42.0,0.0,0
124.179.83.156,147.32.84.59,3064,15675,17,1313495671.062099,0.3569939136505127,1,1,42,42,235.29812915027367,5.60233640833985,42.0,0.0,0
124.171.227.98,147.32.84.59,47612,15675,17,1313495671.062103,0.390294075012207,1,1,42,42,215.22232946368135,5.124341177706699,42.0,0.0,0
147.32.84.229,94.112.11.157,13363,9537,17,1313495671.078947,421.29026985168457,2,2,84,84,0.398774935056403,0.0094946413108667,42.0,0.0,0
147.32.87.36,66.249.66.10,80,35638,6,1313495671.082386,2.334887981414795,4,6,216,324,231.27447838966307,4.282860710919686,54.0,0.0,0
147.32.80.9,147.32.85.25,53,49602,17,1313495671.082783,0.0003359317779541,1,1,42,42,250050.77075940385,5953.589779985806,42.0,0.0,0
147.32.80.9,147.32.85.25,53,58930,17,1313495671.091586,0.0002498626708984,1,1,42,42,336184.6717557252,8004.396946564885,42.0,0.0,0
147.32.80.9,147.32.85.25,53,35760,17,1313495671.099033,0.0002508163452148,1,1,42,42,334906.4030418251,7973.961977186312,42.0,0.0,0
147.32.80.9,147.32.86.20,53,64902,17,1313495671.144032,0.0003690719604492,1,1,42,42,227597.8914728682,5418.997416020672,42.0,0.0,0
147.32.86.20,87.98.230.229,2109,80,6,1313495671.144688,0.1181530952453613,11,19,594,1026,13711.024638295296,253.9078636721351,54.0,0.0,0
147.32.84.59,83.166.167.22,2213,80,6,1313495671.144978,0.1808400154113769,8,10,432,540,5374.916595693067,99.53549251283458,54.0,0.0,0
125.4.181.138,147.32.84.229,64675,13363,17,1313495671.158248,0.000648021697998,1,1,42,42,129625.28918322297,3086.316409124356,42.0,0.0,0
147.32.84.229,61.44.78.240,13363,43125,17,1313495671.161277,0.0005450248718261,1,1,42,42,154121.40682414698,3669.557305336833,42.0,0.0,0
114.40.81.25,147.32.84.229,41922,13363,17,1313495671.171653,0.3722598552703857,1,1,42,42,225.6488278570564,5.372591139453724,42.0,0.0,0
147.32.84.229,98.201.150.50,13363,36342,17,1313495671.171724,0.1647858619689941,1,1,42,42,509.75246903041545,12.136963548343225,42.0,0.0,0
147.32.86.74,90.183.38.65,1305,993,6,1313495671.176514,931.114734172821,283,407,15282,21978,40.01655073485745,0.7410472358306935,54.0,0.0,0
147.32.84.229,189.61.203.18,13363,37422,17,1313495671.183406,0.000673770904541,1,1,42,42,124671.45647558388,2968.368011323425,42.0,0.0,0
147.32.84.59,76.13.114.90,54014,80,6,1313495671.21462,0.3296208381652832,5,4,270,216,1474.4213463722306,27.30409900689316,54.0,0.0,0
147.32.80.9,147.32.84.216,53,48401,17,1313495671.226165,0.0002410411834716,1,1,42,42,348488.1661721068,8297.337289812067,42.0,0.0,0
147.32.80.9,147.32.84.216,53,33541,17,1313495671.226659,0.0003209114074707,1,1,42,42,261754.4843982169,6232.249628528974,42.0,0.0,0
147.32.84.216,209.85.148.99,54174,443,6,1313495671.227519,115.05052900314332,10,6,540,324,7.509743827222164,0.1390693301337437,54.0,0.0,0
147.32.84.59,2.21.92.124,2214,80,6,1313495671.22762,10.020803213119509,4,2,216,108,32.33273751706953,0.5987543984642506,54.0,0.0,0
147.32.84.59,2.21.92.124,2215,80,6,1313495671.22783,10.020601987838743,5,3,270,162,43.11118239445954,0.7983552295270285,54.0,0.0,0
147.32.84.59,178.250.0.80,2216,80,6,1313495671.25423,20.01635503768921,7,7,378,378,37.76911423565939,0.6994280414010998,54.0,0.0,0
147.32.84.59,83.166.167.22,2217,80,6,1313495671.276088,0.1813409328460693,9,9,486,486,5360.069482079256,99.26054596443066,54.0,0.0,0
147.32.84.59,83.166.167.22,2218,80,6,1313495671.276407,0.1802370548248291,7,8,378,432,4494.081423973735,83.22373007358767,54.0,0.0,0
147.32.84.59,83.166.167.22,2219,80,6,1313495671.276881,0.1812391281127929,9,9,486,486,5363.0803134027565,99.31630210005105,54.0,0.0,0
147.32.84.59,83.166.167.22,2220,80,6,1313495671.277106,0.221992015838623,8,13,432,702,5108.2918262446,94.59799678230742,54.0,0.0,0
147.32.84.59,83.166.167.22,2221,80,6,1313495671.277478,0.1828100681304931,8,8,432,432,4726.216716812671,87.52253179282722,54.0,0.0,0
147.32.84.59,83.166.167.22,2222,80,6,1313495671.283282,0.1622118949890136,10,11,540,594,6990.856003974332,129.46029636989502,54.0,0.0,0
147.32.84.229,41.207.171.85,13363,4213,17,1313495671.290494,89.98964095115662,2,2,84,84,1.8668815457457464,0.0444495606129939,42.0,0.0,0
147.32.84.229,68.13.197.124,13363,23939,17,1313495671.300327,910.7930250167848,2,2,84,84,0.1844546405006823,0.0043917771547781,42.0,0.0,0
108.59.216.130,147.32.84.59,443,15675,17,1313495671.303914,1e-06,0,1,0,42,42000000.0,1000000.0,42.0,0.0,0
109.199.238.153,147.32.84.59,443,15675,17,1313495671.30397,0.0699498653411865,1,1,42,42,1200.8600672822274,28.59190636386256,42.0,0.0,0
147.32.84.229,178.75.198.10,13363,16415,17,1313495671.315051,0.0006618499755859,1,1,42,42,126916.97982708934,3021.8328530259364,42.0,0.0,0
147.32.84.229,95.84.216.121,13363,35935,17,1313495671.320047,664.3022201061249,6,0,252,0,0.3793454129353082,0.0090320336413168,42.0,0.0,0
147.32.84.229,69.140.168.221,13363,34680,17,1313495671.320113,486.3632960319519,6,0,252,0,0.518131203682452,0.0123364572305345,42.0,0.0,0
147.32.84.59,83.166.167.22,2223,80,6,1313495671.408575,0.1184389591217041,8,7,432,378,6838.965877500407,126.64751625000756,54.0,0.0,0
147.32.84.59,74.125.232.223,2224,443,6,1313495671.410764,10.03417706489563,8,6,432,324,75.34250144387536,1.395231508219914,54.0,0.0,0
147.32.84.59,74.125.232.223,2225,443,6,1313495671.411039,10.03404188156128,8,6,432,324,75.34351649351176,1.3952503054354028,54.0,0.0,0
147.32.84.59,83.166.167.22,2226,80,6,1313495671.414499,0.1795539855957031,8,9,432,486,5112.668465444348,94.6790456563768,54.0,0.0,0
147.32.84.59,83.166.167.22,2227,80,6,1313495671.415593,0.1387300491333007,8,7,432,378,5838.67738143522,108.12365521176334,54.0,0.0,0
147.32.84.59,83.166.167.22,2228,80,6,1313495671.415988,0.1564090251922607,8,8,432,432,5523.9779094458,102.29588721195928,54.0,0.0,0
147.32.84.59,83.166.167.22,2229,80,6,1313495671.418001,0.1586840152740478,8,9,432,486,5785.081745093296,107.13114342765364,54.0,0.0,0
147.32.84.59,80.239.149.17,2230,80,6,1313495671.432703,19.815680027008057,4,2,216,108,16.350687917770156,0.3027905169957436,54.0,0.0,0
147.32.84.59,80.239.149.17,2231,80,6,1313495671.433147,19.81549096107483,4,2,216,108,16.35084392491003,0.3027934060168524,54.0,0.0,0
147.32.84.59,195.113.232.82,2232,80,6,1313495671.433376,19.80868697166443,4,2,216,108,16.3564601966536,0.3028974110491407,54.0,0.0,0
147.32.84.59,195.113.232.82,2233,80,6,1313495671.433583,19.808490991592407,4,2,216,108,16.35662202322831,0.3029004078375613,54.0,0.0,0
147.32.84.59,195.113.232.82,2234,80,6,1313495671.433782,19.808287858963013,4,2,216,108,16.356789759262,0.3029035140604074,54.0,0.0,0
147.32.84.59,195.113.232.82,2235,80,6,1313495671.433963,19.8082058429718,4,2,216,108,16.35685748464489,0.3029047682341647,54.0,0.0,0
147.32.84.59,178.250.0.77,2236,80,6,1313495671.436935,19.833636045455933,7,6,378,324,35.39441776541194,0.6554521808409618,54.0,0.0,0
147.32.84.59,83.166.167.22,2237,80,6,1313495671.456966,0.1562249660491943,8,10,432,540,6221.796839398402,115.2184599888593,54.0,0.0,0
147.32.84.229,174.5.47.57,13363,53378,17,1313495671.477369,0.0007739067077636,1,1,42,42,108540.21441774492,2584.290819470117,42.0,0.0,0
147.32.84.229,87.21.65.198,13363,49224,17,1313495671.48161,0.1668348312377929,1,3,42,126,1006.9839658395211,23.97580871046479,42.0,0.0,0
147.32.84.59,83.166.167.22,2238,80,6,1313495671.490281,0.1702818870544433,8,8,432,432,5073.93954193001,93.96184336907426,54.0,0.0,0
147.32.86.223,89.185.253.133,8243,80,6,1313495671.503247,0.0138630867004394,11,17,594,918,109066.61933752969,2019.752209954253,54.0,0.0,0
147.32.84.229,68.41.180.99,13363,41032,17,1313495671.511084,0.0007989406585693,1,1,42,42,105139.22291853178,2503.314831393614,42.0,0.0,0
147.32.84.59,83.166.167.22,2239,80,6,1313495671.511805,0.1576180458068847,7,9,378,486,5481.605837561148,101.51121921409532,54.0,0.0,0
147.32.84.59,83.166.167.22,2240,80,6,1313495671.535784,0.1806569099426269,8,9,432,486,5081.455230755018,94.1010227917596,54.0,0.0,0
147.32.84.59,83.166.167.22,2241,80,6,1313495671.539882,0.1193840503692627,8,7,432,378,6784.825925193666,125.64492454062344,54.0,0.0,0
110.52.196.37,147.32.84.229,19496,13363,17,1313495671.542403,0.0027189254760742,1,1,42,42,30894.557699052963,735.5847071203086,42.0,0.0,0
147.32.84.229,94.81.133.2,13363,11491,17,1313495671.543849,345.32394194602966,2,2,84,84,0.4864997169129285,0.0115833265931649,42.0,0.0,0
147.32.84.59,83.166.167.22,2242,80,6,1313495671.551984,0.1353559494018554,8,7,432,378,5984.221628819638,110.81891905221552,54.0,0.0,0
147.32.80.9,147.32.84.59,53,61991,17,1313495671.557717,0.0004899501800537,1,1,42,42,171446.00291970803,4082.047688564477,42.0,0.0,0
147.32.84.59,83.166.167.22,2243,80,6,1313495671.57684,0.1785039901733398,7,10,378,540,5142.74218244958,95.23596634165888,54.0,0.0,0
147.32.80.9,147.32.84.59,53,63833,17,1313495671.582888,0.0003690719604492,1,1,42,42,227597.8914728682,5418.997416020672,42.0,0.0,0
128.135.130.204,147.32.84.111,54065,48922,17,1313495671.584432,545.5572040081024,2,2,84,84,0.307942043044683,0.0073319534058257,42.0,0.0,0
147.32.84.111,24.29.215.34,48922,22702,17,1313495671.58444,0.1402881145477295,1,1,42,42,598.767759270306,14.256375220721573,42.0,0.0,0
147.32.84.111,67.82.63.214,48922,26417,17,1313495671.584493,0.1418261528015136,1,1,42,42,592.2744031388793,14.101771503306647,42.0,0.0,0
128.46.184.185,147.32.84.111,32607,48922,17,1313495671.584501,0.1328370571136474,1,1,42,42,632.3536656502004,15.056039658338104,42.0,0.0,0
147.32.84.111,72.240.81.72,48922,57504,17,1313495671.584505,0.1397809982299804,1,1,42,42,600.9400495323085,14.308096417435918,42.0,0.0,0
